filter,signals,successes,failures,time_exits,success_rate,wilson_low,avg_net_return_pct
entry_vs_opening_high_pct >= -0.2; market_median_change_pct >= 0; distance_from_60d_high_pct <= -8,13,4,6,3,30.77,12.68,-0.52
entry_vs_opening_high_pct >= -0.2; entry_gap_pct >= -1; distance_from_60d_high_pct <= -8,13,4,6,3,30.77,12.68,-0.52
signal_close_vs_vwap_pct >= 0.3; cum_value_bil <= 5; market_median_change_pct >= 0,13,4,6,3,30.77,12.68,-0.441
signal_close_vs_vwap_pct >= 0.5; cum_value_bil <= 15; entry_gap_pct >= -0.5,13,4,9,0,30.77,12.68,-0.669
cum_value_bil <= 10; market_median_change_pct >= 0; entry_gap_pct >= -0.5,13,4,6,3,30.77,12.68,-0.441
signal_hhmm <= 930; entry_vs_opening_high_pct >= -0.8,23,7,13,3,30.43,15.6,-0.562
signal_hhmm <= 930; signal_hhmm <= 935; entry_vs_opening_high_pct >= -0.8,23,7,13,3,30.43,15.6,-0.562
signal_hhmm <= 930; signal_hhmm <= 940; entry_vs_opening_high_pct >= -0.8,23,7,13,3,30.43,15.6,-0.562
signal_hhmm <= 930; opening_width_pct <= 3.0; entry_gap_pct >= -1.5,23,7,12,4,30.43,15.6,-0.523
signal_hhmm <= 930; opening_width_pct <= 3.0; entry_gap_pct >= -1,23,7,12,4,30.43,15.6,-0.523
signal_hhmm <= 935; opening_width_pct <= 3.0; market_median_change_pct >= 0,23,7,12,4,30.43,15.6,-0.523
opening_width_pct <= 3.0; entry_vs_opening_high_pct >= -0.5; market_median_change_pct >= -0.5,23,7,11,5,30.43,15.6,-0.535
entry_vs_opening_high_pct >= -0.8; market_median_change_pct >= 0,30,9,14,7,30.0,16.66,-0.483
opening_width_pct <= 3.0; entry_vs_opening_high_pct >= -0.8; entry_gap_pct >= -1,30,9,14,7,30.0,16.66,-0.483
opening_width_pct <= 3.0; market_median_change_pct >= -0.5; entry_gap_pct >= -1,30,9,13,8,30.0,16.66,-0.453
entry_vs_opening_high_pct >= -0.8; market_median_change_pct >= -0.5; market_median_change_pct >= 0,30,9,14,7,30.0,16.66,-0.483
entry_vs_opening_high_pct >= -0.8; market_median_change_pct >= -0.5; entry_gap_pct >= -1.5,30,9,14,7,30.0,16.66,-0.483
signal_hhmm <= 935; entry_gap_pct >= -0.5,20,6,13,1,30.0,14.55,-0.625
cum_value_bil <= 8; market_median_change_pct >= 0,20,6,7,7,30.0,14.55,-0.348
signal_hhmm <= 930; entry_vs_opening_high_pct >= -0.8; signal_close_vs_vwap_pct >= 0.3,20,6,13,1,30.0,14.55,-0.648
signal_hhmm <= 935; signal_hhmm <= 940; entry_gap_pct >= -0.5,20,6,13,1,30.0,14.55,-0.625
signal_hhmm <= 935; entry_gap_pct >= -1.5; entry_gap_pct >= -0.5,20,6,13,1,30.0,14.55,-0.625
signal_hhmm <= 935; entry_gap_pct >= -1; entry_gap_pct >= -0.5,20,6,13,1,30.0,14.55,-0.625
signal_hhmm <= 940; opening_width_pct <= 2.5; entry_vs_opening_high_pct >= -0.5,20,6,10,4,30.0,14.55,-0.538
signal_hhmm <= 940; signal_close_vs_vwap_pct >= 0.3; entry_gap_pct >= -0.5,20,6,13,1,30.0,14.55,-0.664
opening_width_pct <= 2.5; signal_close_vs_vwap_pct >= 0.3; entry_gap_pct >= -1,20,6,10,4,30.0,14.55,-0.528
opening_width_pct <= 2.5; market_median_change_pct >= -0.5; distance_from_60d_high_pct <= -8,20,6,8,6,30.0,14.55,-0.422
opening_width_pct <= 2.5; entry_gap_pct >= -1; distance_from_60d_high_pct <= -8,20,6,8,6,30.0,14.55,-0.422
opening_width_pct <= 3.0; cum_value_bil <= 5; entry_gap_pct >= -1.5,20,6,7,7,30.0,14.55,-0.348
entry_vs_opening_high_pct >= -0.8; signal_close_vs_vwap_pct >= 0.3; entry_gap_pct >= -0.5,20,6,12,2,30.0,14.55,-0.651
cum_value_bil <= 8; cum_value_bil <= 10; market_median_change_pct >= 0,20,6,7,7,30.0,14.55,-0.348
cum_value_bil <= 8; cum_value_bil <= 15; market_median_change_pct >= 0,20,6,7,7,30.0,14.55,-0.348
cum_value_bil <= 8; market_median_change_pct >= -0.5; market_median_change_pct >= 0,20,6,7,7,30.0,14.55,-0.348
opening_width_pct <= 2.5; entry_vs_opening_high_pct >= 0,10,3,5,2,30.0,10.78,-0.612
entry_vs_opening_high_pct >= 0; market_median_change_pct >= -0.5,10,3,5,2,30.0,10.78,-0.612
entry_vs_opening_high_pct >= 0; market_median_change_pct >= 0,10,3,5,2,30.0,10.78,-0.612
entry_vs_opening_high_pct >= 0; entry_gap_pct >= -1,10,3,5,2,30.0,10.78,-0.612
market_median_change_pct >= 0.3; entry_gap_pct >= -0.5,10,3,6,1,30.0,10.78,-0.56
signal_hhmm <= 925; cum_value_bil <= 15; market_median_change_pct >= 0,10,3,4,3,30.0,10.78,-0.424
signal_hhmm <= 930; opening_width_pct <= 2.0; entry_vs_opening_high_pct >= -0.8,10,3,4,3,30.0,10.78,-0.424
signal_hhmm <= 930; opening_width_pct <= 2.0; market_median_change_pct >= -0.5,10,3,3,4,30.0,10.78,-0.334
signal_hhmm <= 930; entry_vs_opening_high_pct >= -0.5; entry_gap_pct >= -0.5,10,3,7,0,30.0,10.78,-0.69
signal_hhmm <= 935; opening_width_pct <= 2.0; entry_vs_opening_high_pct >= -0.5,10,3,5,2,30.0,10.78,-0.553
signal_hhmm <= 935; entry_vs_opening_high_pct >= -0.5; market_median_change_pct >= 0.3,10,3,5,2,30.0,10.78,-0.553
signal_hhmm <= 935; cum_value_bil <= 15; market_median_change_pct >= 0.3,10,3,4,3,30.0,10.78,-0.424
signal_hhmm <= 935; market_median_change_pct >= 0.3; distance_from_60d_high_pct <= -8,10,3,5,2,30.0,10.78,-0.508
signal_hhmm <= 940; opening_width_pct <= 2.0; signal_close_vs_vwap_pct >= 0.3,10,3,4,3,30.0,10.78,-0.393
signal_hhmm <= 940; opening_width_pct <= 2.0; distance_from_60d_high_pct <= -10,10,3,2,5,30.0,10.78,-0.18
signal_hhmm <= 940; market_median_change_pct >= 0.3; entry_gap_pct >= -0.5,10,3,6,1,30.0,10.78,-0.56
opening_width_pct <= 2.0; market_median_change_pct >= -0.5; distance_from_60d_high_pct <= -10,10,3,2,5,30.0,10.78,-0.18
opening_width_pct <= 2.5; opening_width_pct <= 3.0; entry_vs_opening_high_pct >= 0,10,3,5,2,30.0,10.78,-0.612
opening_width_pct <= 2.5; entry_vs_opening_high_pct >= -0.8; entry_vs_opening_high_pct >= 0,10,3,5,2,30.0,10.78,-0.612
opening_width_pct <= 2.5; entry_vs_opening_high_pct >= -0.5; entry_vs_opening_high_pct >= 0,10,3,5,2,30.0,10.78,-0.612
opening_width_pct <= 2.5; entry_vs_opening_high_pct >= -0.2; entry_vs_opening_high_pct >= 0,10,3,5,2,30.0,10.78,-0.612
opening_width_pct <= 2.5; entry_vs_opening_high_pct >= 0; signal_close_vs_vwap_pct >= 0.3,10,3,5,2,30.0,10.78,-0.612
opening_width_pct <= 2.5; entry_vs_opening_high_pct >= 0; entry_gap_pct >= -1.5,10,3,5,2,30.0,10.78,-0.612
opening_width_pct <= 2.5; cum_value_bil <= 10; entry_gap_pct >= -0.5,10,3,4,3,30.0,10.78,-0.393
opening_width_pct <= 2.5; cum_value_bil <= 15; entry_gap_pct >= -0.5,10,3,4,3,30.0,10.78,-0.393
opening_width_pct <= 3.0; entry_vs_opening_high_pct >= 0; entry_gap_pct >= -1.5,10,3,5,2,30.0,10.78,-0.612
opening_width_pct <= 3.0; entry_vs_opening_high_pct >= 0; distance_from_60d_high_pct <= -8,10,3,5,2,30.0,10.78,-0.612
opening_width_pct <= 3.0; signal_close_vs_vwap_pct >= 0.3; market_median_change_pct >= 0.3,10,3,6,1,30.0,10.78,-0.605
opening_width_pct <= 3.0; volume_ratio >= 2.0; entry_gap_pct >= -0.5,10,3,4,3,30.0,10.78,-0.496
opening_width_pct <= 3.0; entry_gap_pct >= -0.5; distance_from_60d_high_pct <= -10,10,3,4,3,30.0,10.78,-0.393
entry_vs_opening_high_pct >= -0.8; entry_vs_opening_high_pct >= 0; market_median_change_pct >= -0.5,10,3,5,2,30.0,10.78,-0.612
entry_vs_opening_high_pct >= -0.8; entry_vs_opening_high_pct >= 0; market_median_change_pct >= 0,10,3,5,2,30.0,10.78,-0.612
entry_vs_opening_high_pct >= -0.8; entry_vs_opening_high_pct >= 0; entry_gap_pct >= -1,10,3,5,2,30.0,10.78,-0.612
entry_vs_opening_high_pct >= -0.8; signal_close_vs_vwap_pct >= 0.8; entry_gap_pct >= -0.5,10,3,7,0,30.0,10.78,-0.69
entry_vs_opening_high_pct >= -0.8; cum_value_bil <= 5; entry_gap_pct >= -0.5,10,3,4,3,30.0,10.78,-0.393
entry_vs_opening_high_pct >= -0.5; entry_vs_opening_high_pct >= 0; market_median_change_pct >= -0.5,10,3,5,2,30.0,10.78,-0.612
entry_vs_opening_high_pct >= -0.5; entry_vs_opening_high_pct >= 0; market_median_change_pct >= 0,10,3,5,2,30.0,10.78,-0.612
entry_vs_opening_high_pct >= -0.5; entry_vs_opening_high_pct >= 0; entry_gap_pct >= -1,10,3,5,2,30.0,10.78,-0.612
entry_vs_opening_high_pct >= -0.5; signal_close_vs_vwap_pct >= 0.8; entry_gap_pct >= -0.5,10,3,7,0,30.0,10.78,-0.69
entry_vs_opening_high_pct >= -0.2; entry_vs_opening_high_pct >= 0; market_median_change_pct >= -0.5,10,3,5,2,30.0,10.78,-0.612
entry_vs_opening_high_pct >= -0.2; entry_vs_opening_high_pct >= 0; market_median_change_pct >= 0,10,3,5,2,30.0,10.78,-0.612
entry_vs_opening_high_pct >= -0.2; entry_vs_opening_high_pct >= 0; entry_gap_pct >= -1,10,3,5,2,30.0,10.78,-0.612
entry_vs_opening_high_pct >= 0; signal_close_vs_vwap_pct >= 0.3; market_median_change_pct >= -0.5,10,3,5,2,30.0,10.78,-0.612
entry_vs_opening_high_pct >= 0; signal_close_vs_vwap_pct >= 0.3; market_median_change_pct >= 0,10,3,5,2,30.0,10.78,-0.612
entry_vs_opening_high_pct >= 0; signal_close_vs_vwap_pct >= 0.3; entry_gap_pct >= -1,10,3,5,2,30.0,10.78,-0.612
entry_vs_opening_high_pct >= 0; market_median_change_pct >= -0.5; market_median_change_pct >= 0,10,3,5,2,30.0,10.78,-0.612
entry_vs_opening_high_pct >= 0; market_median_change_pct >= -0.5; entry_gap_pct >= -1.5,10,3,5,2,30.0,10.78,-0.612
entry_vs_opening_high_pct >= 0; market_median_change_pct >= 0; entry_gap_pct >= -1.5,10,3,5,2,30.0,10.78,-0.612
entry_vs_opening_high_pct >= 0; entry_gap_pct >= -1.5; entry_gap_pct >= -1,10,3,5,2,30.0,10.78,-0.612
signal_close_vs_vwap_pct >= 0.3; cum_value_bil <= 10; entry_gap_pct >= 0,10,3,7,0,30.0,10.78,-0.69
signal_close_vs_vwap_pct >= 0.3; entry_gap_pct >= 0; distance_from_60d_high_pct <= -8,10,3,6,1,30.0,10.78,-0.664
signal_close_vs_vwap_pct >= 0.5; cum_value_bil <= 8; entry_gap_pct >= -0.5,10,3,7,0,30.0,10.78,-0.69
signal_close_vs_vwap_pct >= 0.5; cum_value_bil <= 10; entry_gap_pct >= 0,10,3,7,0,30.0,10.78,-0.69
cum_value_bil <= 5; market_median_change_pct >= -0.5; entry_gap_pct >= -0.5,10,3,4,3,30.0,10.78,-0.393
cum_value_bil <= 10; market_median_change_pct >= -0.5; entry_gap_pct >= 0,10,3,5,2,30.0,10.78,-0.445
cum_value_bil <= 10; market_median_change_pct >= 0; entry_gap_pct >= 0,10,3,5,2,30.0,10.78,-0.445
market_median_change_pct >= -0.5; market_median_change_pct >= 0.3; entry_gap_pct >= -0.5,10,3,6,1,30.0,10.78,-0.56
market_median_change_pct >= 0; market_median_change_pct >= 0.3; entry_gap_pct >= -0.5,10,3,6,1,30.0,10.78,-0.56
market_median_change_pct >= 0.3; entry_gap_pct >= -1.5; entry_gap_pct >= -0.5,10,3,6,1,30.0,10.78,-0.56
market_median_change_pct >= 0.3; entry_gap_pct >= -1; entry_gap_pct >= -0.5,10,3,6,1,30.0,10.78,-0.56
signal_close_vs_vwap_pct >= 0.5; entry_gap_pct >= -0.5,17,5,12,0,29.41,13.28,-0.706
signal_hhmm <= 930; opening_width_pct <= 2.5; entry_vs_opening_high_pct >= -0.8,17,5,9,3,29.41,13.28,-0.549
signal_hhmm <= 930; entry_vs_opening_high_pct >= -0.8; signal_close_vs_vwap_pct >= 0.5,17,5,11,1,29.41,13.28,-0.656
signal_hhmm <= 930; signal_close_vs_vwap_pct >= 0.3; market_median_change_pct >= -0.5,17,5,11,1,29.41,13.28,-0.656
signal_hhmm <= 935; opening_width_pct <= 3.0; entry_gap_pct >= -0.5,17,5,11,1,29.41,13.28,-0.63
signal_hhmm <= 935; signal_close_vs_vwap_pct >= 0.3; entry_gap_pct >= -0.5,17,5,12,0,29.41,13.28,-0.706
signal_hhmm <= 940; signal_close_vs_vwap_pct >= 0.5; entry_gap_pct >= -0.5,17,5,12,0,29.41,13.28,-0.706
signal_hhmm <= 940; cum_value_bil <= 5; market_median_change_pct >= 0,17,5,5,7,29.41,13.28,-0.303
opening_width_pct <= 2.5; entry_vs_opening_high_pct >= -0.5; distance_from_60d_high_pct <= -8,17,5,8,4,29.41,13.28,-0.561
signal_close_vs_vwap_pct >= 0.3; signal_close_vs_vwap_pct >= 0.5; entry_gap_pct >= -0.5,17,5,12,0,29.41,13.28,-0.706
signal_close_vs_vwap_pct >= 0.5; entry_gap_pct >= -1.5; entry_gap_pct >= -0.5,17,5,12,0,29.41,13.28,-0.706
signal_close_vs_vwap_pct >= 0.5; entry_gap_pct >= -1; entry_gap_pct >= -0.5,17,5,12,0,29.41,13.28,-0.706
cum_value_bil <= 5; market_median_change_pct >= -0.5; entry_gap_pct >= -1,17,5,5,7,29.41,13.28,-0.303
signal_hhmm <= 940; entry_gap_pct >= -0.5,24,7,14,3,29.17,14.91,-0.589
signal_hhmm <= 935; market_median_change_pct >= 0; entry_gap_pct >= -1.5,24,7,13,4,29.17,14.91,-0.564
signal_hhmm <= 935; market_median_change_pct >= 0; entry_gap_pct >= -1,24,7,13,4,29.17,14.91,-0.564
signal_hhmm <= 940; opening_width_pct <= 2.5; entry_vs_opening_high_pct >= -0.8,24,7,11,6,29.17,14.91,-0.465
signal_hhmm <= 940; opening_width_pct <= 2.5; market_median_change_pct >= -0.5,24,7,10,7,29.17,14.91,-0.427
signal_hhmm <= 940; entry_gap_pct >= -1.5; entry_gap_pct >= -0.5,24,7,14,3,29.17,14.91,-0.589
signal_hhmm <= 940; entry_gap_pct >= -1; entry_gap_pct >= -0.5,24,7,14,3,29.17,14.91,-0.589
opening_width_pct <= 3.0; market_median_change_pct >= 0,31,9,14,8,29.03,16.1,-0.487
market_median_change_pct >= 0; entry_gap_pct >= -1,31,9,14,8,29.03,16.1,-0.487
opening_width_pct <= 3.0; entry_vs_opening_high_pct >= -0.8; entry_gap_pct >= -1.5,31,9,15,7,29.03,16.1,-0.516
opening_width_pct <= 3.0; market_median_change_pct >= -0.5; market_median_change_pct >= 0,31,9,14,8,29.03,16.1,-0.487
opening_width_pct <= 3.0; market_median_change_pct >= -0.5; entry_gap_pct >= -1.5,31,9,14,8,29.03,16.1,-0.487
market_median_change_pct >= -0.5; market_median_change_pct >= 0; entry_gap_pct >= -1,31,9,14,8,29.03,16.1,-0.487
market_median_change_pct >= 0; entry_gap_pct >= -1.5; entry_gap_pct >= -1,31,9,14,8,29.03,16.1,-0.487
opening_width_pct <= 2.5,28,8,12,8,28.57,15.25,-0.475
opening_width_pct <= 2.5; opening_width_pct <= 3.0,28,8,12,8,28.57,15.25,-0.475
signal_hhmm <= 940; opening_width_pct <= 3.0; market_median_change_pct >= 0,28,8,13,7,28.57,15.25,-0.484
opening_width_pct <= 3.0; entry_vs_opening_high_pct >= -0.8; market_median_change_pct >= -0.5,28,8,13,7,28.57,15.25,-0.507
entry_vs_opening_high_pct >= -0.8; market_median_change_pct >= 0; entry_gap_pct >= -1,28,8,13,7,28.57,15.25,-0.507
signal_hhmm <= 930; signal_close_vs_vwap_pct >= 0.3,21,6,14,1,28.57,13.81,-0.688
opening_width_pct <= 2.5; signal_close_vs_vwap_pct >= 0.3,21,6,11,4,28.57,13.81,-0.575
signal_hhmm <= 930; signal_hhmm <= 935; signal_close_vs_vwap_pct >= 0.3,21,6,14,1,28.57,13.81,-0.688
signal_hhmm <= 930; signal_hhmm <= 940; signal_close_vs_vwap_pct >= 0.3,21,6,14,1,28.57,13.81,-0.688
signal_hhmm <= 930; signal_close_vs_vwap_pct >= 0.3; entry_gap_pct >= -1.5,21,6,14,1,28.57,13.81,-0.688
signal_hhmm <= 930; signal_close_vs_vwap_pct >= 0.3; entry_gap_pct >= -1,21,6,14,1,28.57,13.81,-0.688
signal_hhmm <= 930; market_median_change_pct >= -0.5; entry_gap_pct >= -1.5,21,6,11,4,28.57,13.81,-0.559
signal_hhmm <= 930; market_median_change_pct >= -0.5; entry_gap_pct >= -1,21,6,11,4,28.57,13.81,-0.559
opening_width_pct <= 2.5; opening_width_pct <= 3.0; signal_close_vs_vwap_pct >= 0.3,21,6,11,4,28.57,13.81,-0.575
opening_width_pct <= 2.5; entry_vs_opening_high_pct >= -0.8; signal_close_vs_vwap_pct >= 0.3,21,6,11,4,28.57,13.81,-0.575
opening_width_pct <= 2.5; entry_vs_opening_high_pct >= -0.8; distance_from_60d_high_pct <= -8,21,6,9,6,28.57,13.81,-0.473
opening_width_pct <= 2.5; entry_vs_opening_high_pct >= -0.5; entry_gap_pct >= -1,21,6,10,5,28.57,13.81,-0.571
opening_width_pct <= 2.5; signal_close_vs_vwap_pct >= 0.3; entry_gap_pct >= -1.5,21,6,11,4,28.57,13.81,-0.575
opening_width_pct <= 2.5; entry_gap_pct >= -1.5; distance_from_60d_high_pct <= -8,21,6,9,6,28.57,13.81,-0.473
entry_vs_opening_high_pct >= -0.8; market_median_change_pct >= -0.5; entry_gap_pct >= -0.5,21,6,11,4,28.57,13.81,-0.575
cum_value_bil <= 10; market_median_change_pct >= 0; entry_gap_pct >= -1,21,6,8,7,28.57,13.81,-0.402
signal_hhmm <= 925; market_median_change_pct >= 0,14,4,7,3,28.57,11.72,-0.538
opening_width_pct <= 2.5; entry_vs_opening_high_pct >= -0.2,14,4,7,3,28.57,11.72,-0.59
market_median_change_pct >= 0.3; entry_gap_pct >= -1.5,14,4,7,3,28.57,11.72,-0.538
market_median_change_pct >= 0.3; entry_gap_pct >= -1,14,4,7,3,28.57,11.72,-0.538
signal_hhmm <= 925; signal_hhmm <= 930; market_median_change_pct >= 0,14,4,7,3,28.57,11.72,-0.538
signal_hhmm <= 925; signal_hhmm <= 935; market_median_change_pct >= 0,14,4,7,3,28.57,11.72,-0.538
signal_hhmm <= 925; signal_hhmm <= 940; market_median_change_pct >= 0,14,4,7,3,28.57,11.72,-0.538
signal_hhmm <= 925; opening_width_pct <= 2.5; entry_vs_opening_high_pct >= -0.8,14,4,7,3,28.57,11.72,-0.538
signal_hhmm <= 925; entry_vs_opening_high_pct >= -0.8; market_median_change_pct >= 0,14,4,7,3,28.57,11.72,-0.538
signal_hhmm <= 925; market_median_change_pct >= -0.5; market_median_change_pct >= 0,14,4,7,3,28.57,11.72,-0.538
signal_hhmm <= 925; market_median_change_pct >= 0; entry_gap_pct >= -1.5,14,4,7,3,28.57,11.72,-0.538
signal_hhmm <= 925; market_median_change_pct >= 0; entry_gap_pct >= -1,14,4,7,3,28.57,11.72,-0.538
signal_hhmm <= 930; opening_width_pct <= 2.5; entry_vs_opening_high_pct >= -0.5,14,4,8,2,28.57,11.72,-0.631
signal_hhmm <= 930; opening_width_pct <= 2.5; signal_close_vs_vwap_pct >= 0.3,14,4,9,1,28.57,11.72,-0.668
signal_hhmm <= 930; opening_width_pct <= 3.0; entry_gap_pct >= -0.5,14,4,9,1,28.57,11.72,-0.636
signal_hhmm <= 930; entry_vs_opening_high_pct >= -0.5; market_median_change_pct >= 0,14,4,8,2,28.57,11.72,-0.631
signal_hhmm <= 930; signal_close_vs_vwap_pct >= 0.5; market_median_change_pct >= -0.5,14,4,9,1,28.57,11.72,-0.668
signal_hhmm <= 930; signal_close_vs_vwap_pct >= 0.5; market_median_change_pct >= 0,14,4,9,1,28.57,11.72,-0.668
signal_hhmm <= 930; cum_value_bil <= 10; market_median_change_pct >= 0,14,4,6,4,28.57,11.72,-0.474
signal_hhmm <= 930; market_median_change_pct >= -0.5; entry_gap_pct >= -0.5,14,4,9,1,28.57,11.72,-0.636
signal_hhmm <= 940; market_median_change_pct >= 0.3; entry_gap_pct >= -1.5,14,4,7,3,28.57,11.72,-0.538
signal_hhmm <= 940; market_median_change_pct >= 0.3; entry_gap_pct >= -1,14,4,7,3,28.57,11.72,-0.538
opening_width_pct <= 2.5; opening_width_pct <= 3.0; entry_vs_opening_high_pct >= -0.2,14,4,7,3,28.57,11.72,-0.59
opening_width_pct <= 2.5; entry_vs_opening_high_pct >= -0.8; entry_vs_opening_high_pct >= -0.2,14,4,7,3,28.57,11.72,-0.59
opening_width_pct <= 2.5; entry_vs_opening_high_pct >= -0.5; entry_vs_opening_high_pct >= -0.2,14,4,7,3,28.57,11.72,-0.59
opening_width_pct <= 2.5; entry_vs_opening_high_pct >= -0.2; entry_gap_pct >= -1.5,14,4,7,3,28.57,11.72,-0.59
opening_width_pct <= 2.5; market_median_change_pct >= 0; distance_from_60d_high_pct <= -10,14,4,5,5,28.57,11.72,-0.364
opening_width_pct <= 3.0; entry_vs_opening_high_pct >= -0.2; entry_gap_pct >= -1.5,14,4,7,3,28.57,11.72,-0.59
opening_width_pct <= 3.0; cum_value_bil <= 10; entry_gap_pct >= -0.5,14,4,7,3,28.57,11.72,-0.516
opening_width_pct <= 3.0; cum_value_bil <= 15; entry_gap_pct >= -0.5,14,4,7,3,28.57,11.72,-0.516
entry_vs_opening_high_pct >= -0.2; entry_gap_pct >= -1.5; distance_from_60d_high_pct <= -8,14,4,7,3,28.57,11.72,-0.59
cum_value_bil <= 15; market_median_change_pct >= 0; entry_gap_pct >= -0.5,14,4,7,3,28.57,11.72,-0.516
market_median_change_pct >= -0.5; market_median_change_pct >= 0.3; entry_gap_pct >= -1.5,14,4,7,3,28.57,11.72,-0.538
market_median_change_pct >= -0.5; market_median_change_pct >= 0.3; entry_gap_pct >= -1,14,4,7,3,28.57,11.72,-0.538
market_median_change_pct >= 0; market_median_change_pct >= 0.3; entry_gap_pct >= -1.5,14,4,7,3,28.57,11.72,-0.538
market_median_change_pct >= 0; market_median_change_pct >= 0.3; entry_gap_pct >= -1,14,4,7,3,28.57,11.72,-0.538
market_median_change_pct >= 0.3; entry_gap_pct >= -1.5; entry_gap_pct >= -1,14,4,7,3,28.57,11.72,-0.538
market_median_change_pct >= 0; entry_gap_pct >= -1.5,32,9,15,8,28.12,15.56,-0.518
market_median_change_pct >= -0.5; market_median_change_pct >= 0; entry_gap_pct >= -1.5,32,9,15,8,28.12,15.56,-0.518
signal_hhmm <= 930; entry_gap_pct >= -1.5,25,7,14,4,28.0,14.28,-0.601
signal_hhmm <= 930; entry_gap_pct >= -1,25,7,14,4,28.0,14.28,-0.601
signal_hhmm <= 930; signal_hhmm <= 935; entry_gap_pct >= -1.5,25,7,14,4,28.0,14.28,-0.601
signal_hhmm <= 930; signal_hhmm <= 935; entry_gap_pct >= -1,25,7,14,4,28.0,14.28,-0.601
signal_hhmm <= 930; signal_hhmm <= 940; entry_gap_pct >= -1.5,25,7,14,4,28.0,14.28,-0.601
signal_hhmm <= 930; signal_hhmm <= 940; entry_gap_pct >= -1,25,7,14,4,28.0,14.28,-0.601
signal_hhmm <= 930; entry_gap_pct >= -1.5; entry_gap_pct >= -1,25,7,14,4,28.0,14.28,-0.601
signal_hhmm <= 940; opening_width_pct <= 2.5; entry_gap_pct >= -1.5,25,7,11,7,28.0,14.28,-0.47
signal_hhmm <= 940; opening_width_pct <= 2.5; entry_gap_pct >= -1,25,7,11,7,28.0,14.28,-0.47
signal_hhmm <= 925; entry_vs_opening_high_pct >= -0.8,18,5,10,3,27.78,12.5,-0.602
signal_hhmm <= 930; signal_close_vs_vwap_pct >= 0.5,18,5,12,1,27.78,12.5,-0.703
cum_value_bil <= 5; market_median_change_pct >= 0,18,5,6,7,27.78,12.5,-0.37
signal_hhmm <= 925; signal_hhmm <= 930; entry_vs_opening_high_pct >= -0.8,18,5,10,3,27.78,12.5,-0.602
signal_hhmm <= 925; signal_hhmm <= 935; entry_vs_opening_high_pct >= -0.8,18,5,10,3,27.78,12.5,-0.602
signal_hhmm <= 925; signal_hhmm <= 940; entry_vs_opening_high_pct >= -0.8,18,5,10,3,27.78,12.5,-0.602
signal_hhmm <= 925; entry_vs_opening_high_pct >= -0.8; entry_gap_pct >= -1.5,18,5,10,3,27.78,12.5,-0.602
signal_hhmm <= 925; entry_vs_opening_high_pct >= -0.8; entry_gap_pct >= -1,18,5,10,3,27.78,12.5,-0.602
signal_hhmm <= 930; signal_hhmm <= 935; signal_close_vs_vwap_pct >= 0.5,18,5,12,1,27.78,12.5,-0.703
signal_hhmm <= 930; signal_hhmm <= 940; signal_close_vs_vwap_pct >= 0.5,18,5,12,1,27.78,12.5,-0.703
signal_hhmm <= 930; opening_width_pct <= 2.5; entry_gap_pct >= -1.5,18,5,9,4,27.78,12.5,-0.552
signal_hhmm <= 930; opening_width_pct <= 2.5; entry_gap_pct >= -1,18,5,9,4,27.78,12.5,-0.552
signal_hhmm <= 930; entry_vs_opening_high_pct >= -0.8; market_median_change_pct >= 0,18,5,10,3,27.78,12.5,-0.602
signal_hhmm <= 930; signal_close_vs_vwap_pct >= 0.3; signal_close_vs_vwap_pct >= 0.5,18,5,12,1,27.78,12.5,-0.703
signal_hhmm <= 930; signal_close_vs_vwap_pct >= 0.5; entry_gap_pct >= -1.5,18,5,12,1,27.78,12.5,-0.703
signal_hhmm <= 930; signal_close_vs_vwap_pct >= 0.5; entry_gap_pct >= -1,18,5,12,1,27.78,12.5,-0.703
signal_hhmm <= 935; entry_vs_opening_high_pct >= -0.8; entry_gap_pct >= -0.5,18,5,12,1,27.78,12.5,-0.678
opening_width_pct <= 3.0; cum_value_bil <= 5; market_median_change_pct >= -0.5,18,5,6,7,27.78,12.5,-0.37
entry_vs_opening_high_pct >= -0.5; market_median_change_pct >= 0; entry_gap_pct >= -0.5,18,5,10,3,27.78,12.5,-0.642
signal_close_vs_vwap_pct >= 0.3; market_median_change_pct >= 0; entry_gap_pct >= -0.5,18,5,11,2,27.78,12.5,-0.707
cum_value_bil <= 5; cum_value_bil <= 8; market_median_change_pct >= 0,18,5,6,7,27.78,12.5,-0.37
cum_value_bil <= 5; cum_value_bil <= 10; market_median_change_pct >= 0,18,5,6,7,27.78,12.5,-0.37
cum_value_bil <= 5; cum_value_bil <= 15; market_median_change_pct >= 0,18,5,6,7,27.78,12.5,-0.37
cum_value_bil <= 5; market_median_change_pct >= -0.5; market_median_change_pct >= 0,18,5,6,7,27.78,12.5,-0.37
cum_value_bil <= 5; market_median_change_pct >= -0.5; entry_gap_pct >= -1.5,18,5,6,7,27.78,12.5,-0.37
cum_value_bil <= 8; market_median_change_pct >= 0; entry_gap_pct >= -1,18,5,6,7,27.78,12.5,-0.37
signal_hhmm <= 940; market_median_change_pct >= 0; entry_gap_pct >= -1.5,29,8,14,7,27.59,14.7,-0.519
signal_hhmm <= 940; market_median_change_pct >= 0; entry_gap_pct >= -1,29,8,14,7,27.59,14.7,-0.519
entry_vs_opening_high_pct >= -0.8; market_median_change_pct >= 0; entry_gap_pct >= -1.5,29,8,14,7,27.59,14.7,-0.541
