reference_day,entry_date,rank,ticker,company,market,signal_score,day_change_pct,market_median_change_pct,value_ratio_20,close_location_pct,lower_tail_recovery_pct,close_vs_open_pct,distance_from_60d_high_pct,entry_gap_pct,backfill_status,backfill_rows,date,signal_time,entry_time,entry_price,target_price,stop_price,exit_time,exit_price,exit_reason,gross_return_pct,net_return_pct,opening_high,opening_low,entry_vwap,note,source_path,entry_date_compact,reference_day_compact,signal_hhmm,opening_width_pct,is_signal,is_success,is_failure_exit,is_time_exit
2026-01-27,2026-01-28,2,388210,씨엠티엑스,KOSDAQ,71.25,10.82,0.06,1.89,99.3,12.64,11.92,-19.55,0.0,skipped_existing,381,20260128,,,0.0,0.0,0.0,,0.0,no_signal,0.0,0.0,130700.0,126100.0,0.0,opening_range_too_wide,D:\Users\PC2310\Desktop\multi AI agent\programs\kr_daypilot\data\historical_intraday\minute_bars\20260128\388210.csv,20260128,20260127,9999,3.6478984932593272,False,False,False,False
2026-02-03,2026-02-04,2,033100,제룡전기,KOSDAQ,75.03,9.16,1.94,1.5,100.0,7.32,5.07,-6.57,-0.105,skipped_existing,378,20260204,,,0.0,0.0,0.0,,0.0,no_signal,0.0,0.0,48500.0,46750.0,0.0,opening_range_too_wide,D:\Users\PC2310\Desktop\multi AI agent\programs\kr_daypilot\data\historical_intraday\minute_bars\20260204\033100.csv,20260204,20260203,9999,3.743315508021383,False,False,False,False
2026-02-19,2026-02-20,2,041190,우리기술투자,KOSDAQ,69.75,5.32,0.8,1.7,95.0,4.79,3.35,-11.49,0.601,skipped_existing,381,20260220,093400,093500,8350.0,8500.3,8274.85,094200,8500.3,target_hit,1.8,1.2,8390.0,8130.0,8235.12,,D:\Users\PC2310\Desktop\multi AI agent\programs\kr_daypilot\data\historical_intraday\minute_bars\20260220\041190.csv,20260220,20260219,934,3.1980319803198043,True,True,False,False
2026-02-24,2026-02-25,2,079550,LIG넥스원,KOSPI,65.4,6.44,0.0,1.94,90.2,7.64,5.25,-9.86,-0.768,skipped_existing,381,20260225,094300,094400,512000.0,521216.0,507392.0,100300,521216.0,target_hit,1.8,1.2,517000.0,503000.0,508056.47,,D:\Users\PC2310\Desktop\multi AI agent\programs\kr_daypilot\data\historical_intraday\minute_bars\20260225\079550.csv,20260225,20260224,943,2.783300198807148,True,True,False,False
2026-02-26,2026-02-27,2,161580,필옵틱스,KOSDAQ,55.56,9.2,-1.36,1.55,91.5,8.55,8.12,-9.45,-2.93,skipped_existing,381,20260227,,,0.0,0.0,0.0,,0.0,no_signal,0.0,0.0,54200.0,52600.0,0.0,no_vwap_reclaim_signal,D:\Users\PC2310\Desktop\multi AI agent\programs\kr_daypilot\data\historical_intraday\minute_bars\20260227\161580.csv,20260227,20260226,9999,3.041825095057038,False,False,False,False
2026-03-06,2026-03-09,2,222800,심텍,KOSDAQ,74.84,14.0,1.06,2.15,93.3,14.0,14.0,-13.24,0.0,skipped_existing,381,20260309,,,0.0,0.0,0.0,,0.0,no_signal,0.0,0.0,53800.0,52100.0,0.0,no_vwap_reclaim_signal,D:\Users\PC2310\Desktop\multi AI agent\programs\kr_daypilot\data\historical_intraday\minute_bars\20260309\222800.csv,20260309,20260306,9999,3.262955854126681,False,False,False,False
2026-03-24,2026-03-25,1,373220,LG에너지솔루션,KOSPI,73.92,10.25,1.1,1.59,100.0,6.66,5.65,-13.74,-0.127,skipped_existing,381,20260325,,,0.0,0.0,0.0,,0.0,no_signal,0.0,0.0,396000.0,390000.0,0.0,no_vwap_reclaim_signal,D:\Users\PC2310\Desktop\multi AI agent\programs\kr_daypilot\data\historical_intraday\minute_bars\20260325\373220.csv,20260325,20260324,9999,1.538461538461533,False,False,False,False
2026-03-24,2026-03-25,2,097950,CJ제일제당,KOSPI,71.07,5.07,1.1,1.85,100.0,4.07,2.59,-7.45,0.23,skipped_existing,377,20260325,,,0.0,0.0,0.0,,0.0,no_signal,0.0,0.0,223500.0,217500.0,0.0,no_vwap_reclaim_signal,D:\Users\PC2310\Desktop\multi AI agent\programs\kr_daypilot\data\historical_intraday\minute_bars\20260325\097950.csv,20260325,20260324,9999,2.758620689655178,False,False,False,False
2026-03-27,2026-03-30,2,011070,LG이노텍,KOSPI,65.57,5.78,0.0,1.82,92.3,8.09,7.55,-9.34,0.0,skipped_existing,381,20260330,,,0.0,0.0,0.0,,0.0,no_signal,0.0,0.0,314000.0,302500.0,0.0,opening_range_too_wide,D:\Users\PC2310\Desktop\multi AI agent\programs\kr_daypilot\data\historical_intraday\minute_bars\20260330\011070.csv,20260330,20260327,9999,3.8016528925619797,False,False,False,False
2026-04-06,2026-04-07,2,388050,지투파워,KOSDAQ,61.78,5.59,-0.53,1.78,91.2,11.37,5.09,-5.16,0.0,skipped_existing,381,20260407,,,0.0,0.0,0.0,,0.0,no_signal,0.0,0.0,13790.0,12930.0,0.0,opening_range_too_wide,D:\Users\PC2310\Desktop\multi AI agent\programs\kr_daypilot\data\historical_intraday\minute_bars\20260407\388050.csv,20260407,20260406,9999,6.651198762567678,False,False,False,False
2026-04-13,2026-04-14,2,062040,산일전기,KOSPI,72.23,12.64,-0.29,2.5,94.2,15.19,14.73,-6.79,0.0,skipped_existing,381,20260414,,,0.0,0.0,0.0,,0.0,no_signal,0.0,0.0,184000.0,179100.0,0.0,no_vwap_reclaim_signal,D:\Users\PC2310\Desktop\multi AI agent\programs\kr_daypilot\data\historical_intraday\minute_bars\20260414\062040.csv,20260414,20260413,9999,2.735901730876611,False,False,False,False
2026-04-16,2026-04-17,2,388210,씨엠티엑스,KOSDAQ,72.26,12.52,0.79,1.82,96.5,14.38,11.45,-10.8,-0.856,skipped_existing,381,20260417,,,0.0,0.0,0.0,,0.0,no_signal,0.0,0.0,158900.0,149500.0,0.0,opening_range_too_wide,D:\Users\PC2310\Desktop\multi AI agent\programs\kr_daypilot\data\historical_intraday\minute_bars\20260417\388210.csv,20260417,20260416,9999,6.287625418060205,False,False,False,False
2026-04-23,2026-04-24,2,044490,태웅,KOSDAQ,70.73,12.77,-0.53,2.09,100.0,9.73,6.64,-9.86,-0.566,skipped_existing,381,20260424,092600,092700,52400.0,53343.2,51928.4,100600,53343.2,target_hit,1.8,1.2,52700.0,51200.0,51857.1,,D:\Users\PC2310\Desktop\multi AI agent\programs\kr_daypilot\data\historical_intraday\minute_bars\20260424\044490.csv,20260424,20260423,926,2.9296875,True,True,False,False
